tahun_anggaran,kd_klpd,kd_satker,kd_satker_str,kd_lpse,kd_tender,kd_tahapan,nama_tahapan,kd_akt,nama_akt,tgl_awal,tgl_akhir,_event_date
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012479000,18812,"Penjelasan dokumen lelang",182,,"2025-03-12 09:00:00","2025-03-12 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012479000,18833,"Upload Dokumen Penawaran",183,,"2025-03-12 13:00:00","2025-03-17 07:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012479000,18795,"Pembukaan dan evaluasi penawaran file I",184,,"2025-03-17 08:01:00","2025-04-08 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012479000,18793,"Pemberitahuan/pengumuman peringkat teknis",186,,"2025-04-08 16:01:00","2025-04-08 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012479000,18796,"Pembukaan dan evaluasi penawaran file II",187,,"2025-04-09 08:00:00","2025-04-09 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012479000,18804,"Penetapan pemenang",188,,"2025-04-09 16:00:00","2025-04-09 18:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012479000,18810,"Pengumuman pemenang",189,,"2025-04-09 18:01:00","2025-04-09 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012479000,18789,"Masa Sanggah Hasil Lelang",190,,"2025-04-10 08:00:00","2025-04-15 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012479000,18784,"Klarifikasi dan negosiasi teknis dan biaya",191,,"2025-04-15 09:00:00","2025-04-16 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012479000,18817,"Surat penunjukan penyedia barang/jasa",193,,"2025-04-17 08:00:00","2025-04-21 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012479000,18803,"Penandatanganan  kontrak",194,,"2025-04-22 08:00:00","2025-05-06 16:00:00","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10012482000,18807,"Pengumuman pascakualifikasi",291,,"2025-02-27 21:00:00","2025-03-05 23:59:00","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10012482000,18777,"Download dokumen pemilihan dan kualifikasi",292,,"2025-02-27 21:00:00","2025-03-06 14:00:00","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10012482000,18812,"Penjelasan dokumen lelang",293,,"2025-03-03 08:00:00","2025-03-03 09:00:00","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10012482000,18833,"Upload Dokumen Penawaran",294,,"2025-03-03 13:00:00","2025-03-06 14:00:00","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10012482000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",295,,"2025-03-06 14:05:00","2025-03-06 23:59:00","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10012482000,18843,,296,,"2025-03-06 14:10:00","2025-03-12 16:00:00","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10012482000,18802,"Pembuktian kualifikasi",297,,"2025-03-12 09:00:00","2025-03-12 15:00:00","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10012482000,18804,"Penetapan pemenang",298,,"2025-03-12 15:01:00","2025-03-12 16:00:00","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10012482000,18810,"Pengumuman pemenang",299,,"2025-03-12 16:01:00","2025-03-12 18:00:00","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10012482000,18789,"Masa Sanggah Hasil Lelang",300,,"2025-03-12 18:05:00","2025-03-18 08:00:00","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10012482000,18817,"Surat penunjukan penyedia barang/jasa",301,,"2025-03-18 08:05:00","2025-03-20 16:00:00","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10012482000,18803,"Penandatanganan  kontrak",302,,"2025-03-21 08:00:00","2025-03-27 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18808,"Pengumuman prakualifikasi",172,,"2025-04-15 15:00:00","2025-04-22 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18778,"Download dokumen prakualifikasi",173,,"2025-04-15 15:00:00","2025-04-22 13:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18832,"Penjelasan Dokumen Prakualifikasi",174,,"2025-04-17 14:00:00","2025-04-17 15:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18827,"Upload dokumen prakualifikasi",175,,"2025-04-17 16:00:00","2025-04-28 13:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18779,"Evaluasi dokumen kualifikasi dan pembuktian kualifikasi",176,,"2025-04-28 13:01:00","2025-04-28 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18802,"Pembuktian kualifikasi",177,,"2025-04-29 09:00:00","2025-04-29 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18830,"Penetapan Hasil Kualifikasi",178,,"2025-04-29 16:01:00","2025-04-29 17:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18811,"Penjelasan",179,,"2025-04-29 17:01:00","2025-04-29 18:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18791,"Masa sanggah prakualifikasi",180,,"2025-04-29 18:01:00","2025-05-05 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18776,,181,,"2025-05-05 08:01:00","2025-05-14 13:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18812,"Penjelasan dokumen lelang",182,,"2025-05-08 09:00:00","2025-05-08 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18833,"Upload Dokumen Penawaran",183,,"2025-05-08 10:01:00","2025-05-14 13:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18795,"Pembukaan dan evaluasi penawaran file I",184,,"2025-05-14 13:01:00","2025-05-20 13:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18793,"Pemberitahuan/pengumuman peringkat teknis",186,,"2025-05-20 13:01:00","2025-05-20 14:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18796,"Pembukaan dan evaluasi penawaran file II",187,,"2025-05-20 14:01:00","2025-05-20 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18804,"Penetapan pemenang",188,,"2025-05-20 16:01:00","2025-05-20 17:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18810,"Pengumuman pemenang",189,,"2025-05-20 17:01:00","2025-05-20 18:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18789,"Masa Sanggah Hasil Lelang",190,,"2025-05-20 18:01:00","2025-05-26 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18784,"Klarifikasi dan negosiasi teknis dan biaya",191,,"2025-05-26 08:01:00","2025-05-26 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18817,"Surat penunjukan penyedia barang/jasa",193,,"2025-05-27 08:00:00","2025-05-27 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012486000,18803,"Penandatanganan  kontrak",194,,"2025-05-28 08:00:00","2025-06-03 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18808,"Pengumuman prakualifikasi",172,,"2025-02-11 10:00:00","2025-02-17 12:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18778,"Download dokumen prakualifikasi",173,,"2025-02-11 10:00:00","2025-02-20 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18832,"Penjelasan Dokumen Prakualifikasi",174,,"2025-02-13 10:00:00","2025-02-13 11:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18827,"Upload dokumen prakualifikasi",175,,"2025-02-13 14:00:00","2025-02-28 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18779,"Evaluasi dokumen kualifikasi dan pembuktian kualifikasi",176,,"2025-02-28 10:01:00","2025-03-04 08:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18802,"Pembuktian kualifikasi",177,,"2025-03-03 09:00:00","2025-03-04 07:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18830,"Penetapan Hasil Kualifikasi",178,,"2025-03-04 09:00:00","2025-03-04 12:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18811,"Penjelasan",179,,"2025-03-04 12:01:00","2025-03-04 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18791,"Masa sanggah prakualifikasi",180,,"2025-03-05 07:59:00","2025-03-10 07:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18776,,181,,"2025-03-10 08:00:00","2025-03-17 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18812,"Penjelasan dokumen lelang",182,,"2025-03-12 10:00:00","2025-03-12 11:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18833,"Upload Dokumen Penawaran",183,,"2025-03-12 14:00:00","2025-03-17 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18795,"Pembukaan dan evaluasi penawaran file I",184,,"2025-03-17 08:01:00","2025-04-08 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18793,"Pemberitahuan/pengumuman peringkat teknis",186,,"2025-04-08 16:01:00","2025-04-08 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18796,"Pembukaan dan evaluasi penawaran file II",187,,"2025-04-09 08:00:00","2025-04-09 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18804,"Penetapan pemenang",188,,"2025-04-09 16:00:00","2025-04-09 18:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18810,"Pengumuman pemenang",189,,"2025-04-09 18:01:00","2025-04-09 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18789,"Masa Sanggah Hasil Lelang",190,,"2025-04-10 08:00:00","2025-04-15 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18784,"Klarifikasi dan negosiasi teknis dan biaya",191,,"2025-04-15 09:00:00","2025-04-16 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18817,"Surat penunjukan penyedia barang/jasa",193,,"2025-04-17 08:00:00","2025-04-21 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10012497000,18803,"Penandatanganan  kontrak",194,,"2025-04-22 08:00:00","2025-05-05 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10014870000,18807,"Pengumuman pascakualifikasi",291,,"2025-03-10 15:00:00","2025-03-17 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10014870000,18777,"Download dokumen pemilihan dan kualifikasi",292,,"2025-03-10 15:00:00","2025-03-19 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10014870000,18812,"Penjelasan dokumen lelang",293,,"2025-03-13 09:00:00","2025-03-13 13:05:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10014870000,18833,"Upload Dokumen Penawaran",294,,"2025-03-13 13:06:00","2025-03-19 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10014870000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",295,,"2025-03-19 10:01:00","2025-03-19 11:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10014870000,18843,,296,,"2025-03-19 11:01:00","2025-04-11 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10014870000,18802,"Pembuktian kualifikasi",297,,"2025-04-11 00:00:00","2025-04-11 16:30:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10014870000,18804,"Penetapan pemenang",298,,"2025-04-11 16:31:00","2025-04-11 18:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10014870000,18810,"Pengumuman pemenang",299,,"2025-04-11 18:01:00","2025-04-12 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10014870000,18789,"Masa Sanggah Hasil Lelang",300,,"2025-04-12 08:01:00","2025-04-17 08:01:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10014870000,18817,"Surat penunjukan penyedia barang/jasa",301,,"2025-04-17 08:01:00","2025-04-18 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10014870000,18803,"Penandatanganan  kontrak",302,,"2025-04-19 00:00:00","2025-04-28 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18808,"Pengumuman prakualifikasi",172,,"2025-03-17 17:00:00","2025-03-24 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18778,"Download dokumen prakualifikasi",173,,"2025-03-17 17:00:00","2025-03-25 13:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18832,"Penjelasan Dokumen Prakualifikasi",174,,"2025-03-20 09:00:00","2025-03-20 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18827,"Upload dokumen prakualifikasi",175,,"2025-03-20 13:00:00","2025-04-14 13:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18779,"Evaluasi dokumen kualifikasi dan pembuktian kualifikasi",176,,"2025-04-14 13:01:00","2025-04-16 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18802,"Pembuktian kualifikasi",177,,"2025-04-16 08:00:00","2025-04-16 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18830,"Penetapan Hasil Kualifikasi",178,,"2025-04-16 16:01:00","2025-04-16 16:30:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18811,"Penjelasan",179,,"2025-04-16 16:31:00","2025-04-16 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18791,"Masa sanggah prakualifikasi",180,,"2025-04-17 00:00:00","2025-04-22 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18776,,181,,"2025-04-22 16:01:00","2025-04-29 13:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18812,"Penjelasan dokumen lelang",182,,"2025-04-25 09:00:00","2025-04-25 10:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18833,"Upload Dokumen Penawaran",183,,"2025-04-25 13:00:00","2025-04-29 13:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18795,"Pembukaan dan evaluasi penawaran file I",184,,"2025-04-29 13:01:00","2025-05-02 14:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18793,"Pemberitahuan/pengumuman peringkat teknis",186,,"2025-05-02 14:01:00","2025-05-02 15:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18796,"Pembukaan dan evaluasi penawaran file II",187,,"2025-05-02 15:01:00","2025-05-02 16:50:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18804,"Penetapan pemenang",188,,"2025-05-02 16:51:00","2025-05-02 18:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18810,"Pengumuman pemenang",189,,"2025-05-02 18:01:00","2025-05-02 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18789,"Masa Sanggah Hasil Lelang",190,,"2025-05-03 00:00:00","2025-05-08 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18784,"Klarifikasi dan negosiasi teknis dan biaya",191,,"2025-05-09 08:00:00","2025-05-09 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18817,"Surat penunjukan penyedia barang/jasa",193,,"2025-05-12 08:00:00","2025-05-13 16:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10017644000,18803,"Penandatanganan  kontrak",194,,"2025-05-14 08:00:00","2025-05-19 16:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18808,"Pengumuman prakualifikasi",172,,"2025-03-21 12:00:00","2025-03-27 16:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18778,"Download dokumen prakualifikasi",173,,"2025-03-21 12:00:00","2025-03-27 16:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18832,"Penjelasan Dokumen Prakualifikasi",174,,"2025-03-24 08:00:00","2025-03-24 09:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18827,"Upload dokumen prakualifikasi",175,,"2025-03-24 14:00:00","2025-03-27 16:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18779,"Evaluasi dokumen kualifikasi dan pembuktian kualifikasi",176,,"2025-04-08 08:00:00","2025-04-22 16:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18802,"Pembuktian kualifikasi",177,,"2025-04-21 08:00:00","2025-04-21 16:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18830,"Penetapan Hasil Kualifikasi",178,,"2025-04-21 16:01:00","2025-04-21 19:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18811,"Penjelasan",179,,"2025-04-21 19:01:00","2025-04-21 23:59:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18791,"Masa sanggah prakualifikasi",180,,"2025-04-22 08:00:00","2025-04-28 08:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18776,,181,,"2025-04-28 08:01:00","2025-05-07 08:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18812,"Penjelasan dokumen lelang",182,,"2025-05-02 08:01:00","2025-05-02 09:01:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18833,"Upload Dokumen Penawaran",183,,"2025-05-02 14:00:00","2025-05-07 08:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18795,"Pembukaan dan evaluasi penawaran file I",184,,"2025-05-07 08:01:00","2025-05-09 14:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18793,"Pemberitahuan/pengumuman peringkat teknis",186,,"2025-05-09 14:01:00","2025-05-09 15:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18796,"Pembukaan dan evaluasi penawaran file II",187,,"2025-05-09 15:01:00","2025-05-09 15:30:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18804,"Penetapan pemenang",188,,"2025-05-09 15:31:00","2025-05-09 17:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18810,"Pengumuman pemenang",189,,"2025-05-09 17:01:00","2025-05-19 08:35:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18789,"Masa Sanggah Hasil Lelang",190,,"2025-05-10 08:00:00","2025-05-15 09:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18784,"Klarifikasi dan negosiasi teknis dan biaya",191,,"2025-05-15 10:00:00","2025-05-16 16:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18817,"Surat penunjukan penyedia barang/jasa",193,,"2025-05-19 08:00:00","2025-05-21 16:00:00","2025-10-10"
2025,"D107","16999093","4.02.0.00.0.00.25.0000",93,10017691000,18803,"Penandatanganan  kontrak",194,,"2025-05-22 00:00:00","2025-05-28 16:00:00","2025-10-10"
2025,"D107","28653093","1.01.0.00.0.00.01.0000",93,10017932000,18807,"Pengumuman pascakualifikasi",291,,"2025-03-20 14:00:00","2025-03-27 08:00:00","2025-10-10"
2025,"D107","28653093","1.01.0.00.0.00.01.0000",93,10017932000,18777,"Download dokumen pemilihan dan kualifikasi",292,,"2025-03-20 14:01:00","2025-03-27 13:59:00","2025-10-10"
2025,"D107","28653093","1.01.0.00.0.00.01.0000",93,10017932000,18812,"Penjelasan dokumen lelang",293,,"2025-03-24 08:00:00","2025-03-24 09:00:00","2025-10-10"
2025,"D107","28653093","1.01.0.00.0.00.01.0000",93,10017932000,18833,"Upload Dokumen Penawaran",294,,"2025-03-24 13:00:00","2025-03-27 13:59:00","2025-10-10"
2025,"D107","28653093","1.01.0.00.0.00.01.0000",93,10017932000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",295,,"2025-03-27 14:00:00","2025-03-27 23:59:00","2025-10-10"
2025,"D107","28653093","1.01.0.00.0.00.01.0000",93,10017932000,18843,,296,,"2025-04-08 08:00:00","2025-04-17 15:59:00","2025-10-10"
2025,"D107","28653093","1.01.0.00.0.00.01.0000",93,10017932000,18802,"Pembuktian kualifikasi",297,,"2025-04-17 09:00:00","2025-04-17 15:59:00","2025-10-10"
2025,"D107","28653093","1.01.0.00.0.00.01.0000",93,10017932000,18804,"Penetapan pemenang",298,,"2025-04-17 16:00:00","2025-04-17 17:00:00","2025-10-10"
2025,"D107","28653093","1.01.0.00.0.00.01.0000",93,10017932000,18810,"Pengumuman pemenang",299,,"2025-04-17 17:31:00","2025-04-17 19:59:00","2025-10-10"
2025,"D107","28653093","1.01.0.00.0.00.01.0000",93,10017932000,18789,"Masa Sanggah Hasil Lelang",300,,"2025-04-17 20:00:00","2025-04-23 08:00:00","2025-10-10"
2025,"D107","28653093","1.01.0.00.0.00.01.0000",93,10017932000,18817,"Surat penunjukan penyedia barang/jasa",301,,"2025-04-24 08:00:00","2025-04-29 15:59:00","2025-10-10"
2025,"D107","28653093","1.01.0.00.0.00.01.0000",93,10017932000,18803,"Penandatanganan  kontrak",302,,"2025-04-28 08:00:00","2025-05-09 15:59:00","2025-10-10"
2025,"D107","17228093","1.02.0.00.0.00.02.0066",93,10018179000,18807,"Pengumuman pascakualifikasi",291,,"2025-03-21 14:00:00","2025-03-27 08:00:00","2025-10-10"
2025,"D107","17228093","1.02.0.00.0.00.02.0066",93,10018179000,18777,"Download dokumen pemilihan dan kualifikasi",292,,"2025-03-21 14:01:00","2025-03-27 13:59:00","2025-10-10"
2025,"D107","17228093","1.02.0.00.0.00.02.0066",93,10018179000,18812,"Penjelasan dokumen lelang",293,,"2025-03-24 09:00:00","2025-03-24 10:00:00","2025-10-10"
2025,"D107","17228093","1.02.0.00.0.00.02.0066",93,10018179000,18833,"Upload Dokumen Penawaran",294,,"2025-03-24 13:00:00","2025-03-27 13:59:00","2025-10-10"
2025,"D107","17228093","1.02.0.00.0.00.02.0066",93,10018179000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",295,,"2025-03-27 14:00:00","2025-03-27 23:59:00","2025-10-10"
2025,"D107","17228093","1.02.0.00.0.00.02.0066",93,10018179000,18843,,296,,"2025-04-08 08:00:00","2025-04-17 15:59:00","2025-10-10"
2025,"D107","17228093","1.02.0.00.0.00.02.0066",93,10018179000,18802,"Pembuktian kualifikasi",297,,"2025-04-17 09:00:00","2025-04-17 15:59:00","2025-10-10"
2025,"D107","17228093","1.02.0.00.0.00.02.0066",93,10018179000,18804,"Penetapan pemenang",298,,"2025-04-17 16:00:00","2025-04-17 17:00:00","2025-10-10"
2025,"D107","17228093","1.02.0.00.0.00.02.0066",93,10018179000,18810,"Pengumuman pemenang",299,,"2025-04-17 18:00:00","2025-04-17 21:59:00","2025-10-10"
2025,"D107","17228093","1.02.0.00.0.00.02.0066",93,10018179000,18789,"Masa Sanggah Hasil Lelang",300,,"2025-04-17 21:00:00","2025-04-23 08:00:00","2025-10-10"
2025,"D107","17228093","1.02.0.00.0.00.02.0066",93,10018179000,18817,"Surat penunjukan penyedia barang/jasa",301,,"2025-04-24 08:00:00","2025-04-29 16:00:00","2025-10-10"
2025,"D107","17228093","1.02.0.00.0.00.02.0066",93,10018179000,18803,"Penandatanganan  kontrak",302,,"2025-04-30 08:00:00","2025-05-16 15:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10018362000,18807,"Pengumuman pascakualifikasi",291,,"2025-04-21 16:30:00","2025-04-26 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10018362000,18777,"Download dokumen pemilihan dan kualifikasi",292,,"2025-04-21 16:30:00","2025-04-29 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10018362000,18812,"Penjelasan dokumen lelang",293,,"2025-04-24 08:00:00","2025-04-24 09:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10018362000,18833,"Upload Dokumen Penawaran",294,,"2025-04-24 13:00:00","2025-04-29 08:00:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10018362000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",295,,"2025-04-29 08:01:00","2025-04-29 23:59:00","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10018362000,18843,,296,,"2025-04-29 16:03:00","2025-05-07 16:00:00","2025-10-10"
