tahun_anggaran,kd_klpd,kd_satker,kd_satker_str,kd_lpse,kd_nontender,kd_tahapan,nama_tahapan,kd_akt,nama_akt,tgl_awal,tgl_akhir,_event_date
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050339000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-25T09:01:00.000000Z","2025-02-25T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050339000,18841,,5,"TANDATANGAN_SPK","2025-02-26T08:00:00.000000Z","2025-03-05T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050342000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-20T16:00:00.000000Z","2025-02-24T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050342000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-24T09:01:00.000000Z","2025-02-24T09:10:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050342000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-24T09:11:00.000000Z","2025-02-25T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050342000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-25T09:01:00.000000Z","2025-02-25T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050342000,18841,,5,"TANDATANGAN_SPK","2025-02-26T08:00:00.000000Z","2025-03-05T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050350000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-20T16:00:00.000000Z","2025-02-24T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050350000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-24T09:01:00.000000Z","2025-02-24T09:10:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050350000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-24T09:11:00.000000Z","2025-02-25T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050350000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-25T09:01:00.000000Z","2025-02-25T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050350000,18841,,5,"TANDATANGAN_SPK","2025-02-26T08:00:00.000000Z","2025-03-05T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050352000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-20T16:00:00.000000Z","2025-02-24T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050352000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-24T09:01:00.000000Z","2025-02-24T09:10:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050352000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-24T09:11:00.000000Z","2025-02-25T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050352000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-25T09:01:00.000000Z","2025-02-25T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050352000,18841,,5,"TANDATANGAN_SPK","2025-02-26T08:00:00.000000Z","2025-03-05T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050357000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-20T16:00:00.000000Z","2025-02-24T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050357000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-24T09:01:00.000000Z","2025-02-24T09:10:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050357000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-24T09:11:00.000000Z","2025-02-25T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050357000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-25T09:01:00.000000Z","2025-02-25T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050357000,18841,,5,"TANDATANGAN_SPK","2025-02-26T08:00:00.000000Z","2025-03-05T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050366000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-20T16:00:00.000000Z","2025-02-24T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050366000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-24T09:01:00.000000Z","2025-02-24T09:10:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050366000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-24T09:11:00.000000Z","2025-02-25T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050366000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-25T09:01:00.000000Z","2025-02-25T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050366000,18841,,5,"TANDATANGAN_SPK","2025-02-26T08:00:00.000000Z","2025-03-05T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050378000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-20T16:00:00.000000Z","2025-02-24T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050378000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-24T09:01:00.000000Z","2025-02-24T09:10:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050378000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-24T09:11:00.000000Z","2025-02-25T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050378000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-25T09:01:00.000000Z","2025-02-25T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050378000,18841,,5,"TANDATANGAN_SPK","2025-02-26T08:00:00.000000Z","2025-03-05T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050388000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-20T16:00:00.000000Z","2025-02-24T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050388000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-24T09:01:00.000000Z","2025-02-24T09:10:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050388000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-24T09:11:00.000000Z","2025-02-25T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050388000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-25T09:01:00.000000Z","2025-02-25T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050388000,18841,,5,"TANDATANGAN_SPK","2025-02-26T08:00:00.000000Z","2025-03-05T16:00:00.000000Z","2025-10-10"
2025,"D107","14055093","1.05.0.00.0.00.06.0000",93,10050392000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-01-30T10:00:00.000000Z","2025-01-31T15:00:00.000000Z","2025-10-10"
2025,"D107","14055093","1.05.0.00.0.00.06.0000",93,10050392000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-01-31T15:01:00.000000Z","2025-01-31T15:15:00.000000Z","2025-10-10"
2025,"D107","14055093","1.05.0.00.0.00.06.0000",93,10050392000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-01-31T15:16:00.000000Z","2025-01-31T23:59:00.000000Z","2025-10-10"
2025,"D107","14055093","1.05.0.00.0.00.06.0000",93,10050392000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-01-31T15:30:00.000000Z","2025-01-31T23:59:00.000000Z","2025-10-10"
2025,"D107","14055093","1.05.0.00.0.00.06.0000",93,10050392000,18841,,5,"TANDATANGAN_SPK","2025-02-03T09:00:00.000000Z","2025-02-14T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050393000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-20T16:00:00.000000Z","2025-02-24T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050393000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-24T09:01:00.000000Z","2025-02-24T09:10:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050393000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-24T09:11:00.000000Z","2025-02-25T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050393000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-25T09:01:00.000000Z","2025-02-25T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050393000,18841,,5,"TANDATANGAN_SPK","2025-02-26T08:00:00.000000Z","2025-03-05T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050471000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-20T16:00:00.000000Z","2025-02-24T14:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050471000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-24T14:01:00.000000Z","2025-02-24T14:10:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050471000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-24T14:11:00.000000Z","2025-02-25T09:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050471000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-25T09:01:00.000000Z","2025-02-25T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10050471000,18841,,5,"TANDATANGAN_SPK","2025-02-26T08:00:00.000000Z","2025-03-05T16:00:00.000000Z","2025-10-10"
2025,"D107","75093","7.01.0.00.0.00.21.0000",93,10050619000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-01-30T15:30:00.000000Z","2025-02-04T09:00:00.000000Z","2025-10-10"
2025,"D107","75093","7.01.0.00.0.00.21.0000",93,10050619000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-04T09:01:00.000000Z","2025-02-04T12:00:00.000000Z","2025-10-10"
2025,"D107","75093","7.01.0.00.0.00.21.0000",93,10050619000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-04T13:00:00.000000Z","2025-02-04T16:00:00.000000Z","2025-10-10"
2025,"D107","75093","7.01.0.00.0.00.21.0000",93,10050619000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-05T09:00:00.000000Z","2025-02-05T16:00:00.000000Z","2025-10-10"
2025,"D107","75093","7.01.0.00.0.00.21.0000",93,10050619000,18841,,5,"TANDATANGAN_SPK","2025-02-06T09:00:00.000000Z","2025-02-17T23:59:00.000000Z","2025-10-10"
2025,"D107","14055093","1.05.0.00.0.00.06.0000",93,10050692000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-01-25T15:45:00.000000Z","2025-01-30T09:59:00.000000Z","2025-10-10"
2025,"D107","14055093","1.05.0.00.0.00.06.0000",93,10050692000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-01-30T10:00:00.000000Z","2025-01-30T10:15:00.000000Z","2025-10-10"
2025,"D107","14055093","1.05.0.00.0.00.06.0000",93,10050692000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-01-30T10:16:00.000000Z","2025-01-30T23:59:00.000000Z","2025-10-10"
2025,"D107","14055093","1.05.0.00.0.00.06.0000",93,10050692000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-01-30T11:00:00.000000Z","2025-01-30T23:59:00.000000Z","2025-10-10"
2025,"D107","14055093","1.05.0.00.0.00.06.0000",93,10050692000,18841,,5,"TANDATANGAN_SPK","2025-01-31T09:00:00.000000Z","2025-02-14T16:00:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051356000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-01-31T14:00:00.000000Z","2025-02-03T11:00:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051356000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-03T11:00:00.000000Z","2025-02-03T11:15:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051356000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-03T11:16:00.000000Z","2025-02-03T23:59:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051356000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-03T13:00:00.000000Z","2025-02-04T01:00:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051356000,18841,,5,"TANDATANGAN_SPK","2025-02-04T08:00:00.000000Z","2025-02-14T16:00:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051362000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-12T00:05:00.000000Z","2025-02-13T09:00:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051362000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-13T09:01:00.000000Z","2025-02-13T09:15:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051362000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-13T09:20:00.000000Z","2025-02-13T23:59:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051362000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-13T13:00:00.000000Z","2025-02-13T23:59:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051362000,18841,,5,"TANDATANGAN_SPK","2025-02-14T09:00:00.000000Z","2025-02-26T15:00:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051372000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-11T23:50:00.000000Z","2025-02-13T09:00:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051372000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-13T09:01:00.000000Z","2025-02-13T09:15:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051372000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-13T09:20:00.000000Z","2025-02-13T23:59:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051372000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-13T13:00:00.000000Z","2025-02-13T23:59:00.000000Z","2025-10-10"
2025,"D107","13422093","2.07.3.32.0.00.09.0000",93,10051372000,18841,,5,"TANDATANGAN_SPK","2025-02-14T09:00:00.000000Z","2025-02-26T15:00:00.000000Z","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10051828000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-01-31T14:00:00.000000Z","2025-02-04T08:00:00.000000Z","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10051828000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-04T08:00:00.000000Z","2025-02-04T09:00:00.000000Z","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10051828000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-04T09:05:00.000000Z","2025-02-05T16:00:00.000000Z","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10051828000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-05T09:00:00.000000Z","2025-02-05T15:00:00.000000Z","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10051828000,18841,,5,"TANDATANGAN_SPK","2025-02-06T08:00:00.000000Z","2025-02-13T16:00:00.000000Z","2025-10-10"
2025,"D107","42920093","5.01.5.05.0.00.26.0000",93,10051863000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-01-30T14:15:00.000000Z","2025-01-31T09:00:00.000000Z","2025-10-10"
2025,"D107","42920093","5.01.5.05.0.00.26.0000",93,10051863000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-01-31T09:00:00.000000Z","2025-01-31T09:02:00.000000Z","2025-10-10"
2025,"D107","42920093","5.01.5.05.0.00.26.0000",93,10051863000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-01-31T09:02:00.000000Z","2025-01-31T23:59:00.000000Z","2025-10-10"
2025,"D107","42920093","5.01.5.05.0.00.26.0000",93,10051863000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-01-31T09:30:00.000000Z","2025-01-31T23:59:00.000000Z","2025-10-10"
2025,"D107","42920093","5.01.5.05.0.00.26.0000",93,10051863000,18841,,5,"TANDATANGAN_SPK","2025-02-01T08:00:00.000000Z","2025-02-14T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10052817000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-04T09:00:00.000000Z","2025-02-06T10:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10052817000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-06T10:01:00.000000Z","2025-02-06T10:04:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10052817000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-06T10:05:00.000000Z","2025-02-07T23:59:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10052817000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-07T08:00:00.000000Z","2025-02-07T23:59:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10052817000,18841,,5,"TANDATANGAN_SPK","2025-02-10T08:00:00.000000Z","2025-02-17T08:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10052930000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-04T09:00:00.000000Z","2025-02-06T10:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10052930000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-06T10:01:00.000000Z","2025-02-06T10:04:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10052930000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-06T10:05:00.000000Z","2025-02-07T23:59:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10052930000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-07T08:00:00.000000Z","2025-02-07T23:59:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10052930000,18841,,5,"TANDATANGAN_SPK","2025-02-10T08:00:00.000000Z","2025-02-17T08:00:00.000000Z","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10053001000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-04T14:30:00.000000Z","2025-02-05T12:00:00.000000Z","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10053001000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-05T12:05:00.000000Z","2025-02-05T12:10:00.000000Z","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10053001000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-05T12:15:00.000000Z","2025-02-06T15:00:00.000000Z","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10053001000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-06T09:00:00.000000Z","2025-02-06T16:00:00.000000Z","2025-10-10"
2025,"D107","20268093","2.22.3.26.0.00.20.0000",93,10053001000,18841,,5,"TANDATANGAN_SPK","2025-02-07T08:00:00.000000Z","2025-02-12T16:00:00.000000Z","2025-10-10"
2025,"D107","17567093","3.27.0.00.0.00.22.0000",93,10053093000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-04T16:02:00.000000Z","2025-02-06T09:00:00.000000Z","2025-10-10"
2025,"D107","17567093","3.27.0.00.0.00.22.0000",93,10053093000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-06T09:00:00.000000Z","2025-02-06T09:02:00.000000Z","2025-10-10"
2025,"D107","17567093","3.27.0.00.0.00.22.0000",93,10053093000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-06T09:02:00.000000Z","2025-02-06T23:59:00.000000Z","2025-10-10"
2025,"D107","17567093","3.27.0.00.0.00.22.0000",93,10053093000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-06T09:30:00.000000Z","2025-02-06T23:59:00.000000Z","2025-10-10"
2025,"D107","17567093","3.27.0.00.0.00.22.0000",93,10053093000,18841,,5,"TANDATANGAN_SPK","2025-02-07T08:00:00.000000Z","2025-02-20T16:00:00.000000Z","2025-10-10"
2025,"D107","14391093","6.01.0.00.0.00.30.0000",93,10053108000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-07T11:00:00.000000Z","2025-02-11T09:00:00.000000Z","2025-10-10"
2025,"D107","14391093","6.01.0.00.0.00.30.0000",93,10053108000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-11T09:01:00.000000Z","2025-02-11T10:00:00.000000Z","2025-10-10"
2025,"D107","14391093","6.01.0.00.0.00.30.0000",93,10053108000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-11T10:01:00.000000Z","2025-02-12T09:00:00.000000Z","2025-10-10"
2025,"D107","14391093","6.01.0.00.0.00.30.0000",93,10053108000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-12T09:01:00.000000Z","2025-02-12T16:00:00.000000Z","2025-10-10"
2025,"D107","14391093","6.01.0.00.0.00.30.0000",93,10053108000,18841,,5,"TANDATANGAN_SPK","2025-02-13T08:00:00.000000Z","2025-02-21T16:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10053201000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-04T09:00:00.000000Z","2025-02-06T10:00:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10053201000,18798,"Pembukaan file dokumen penawaran  (dokumen penawaran harga, administrasi dan teknis) serta dokumen kualifikasi",2,"PEMBUKAAN_PENAWARAN","2025-02-06T10:01:00.000000Z","2025-02-06T10:04:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10053201000,18781,"Evaluasi penawaran",3,"EVALUASI_PENAWARAN","2025-02-06T10:05:00.000000Z","2025-02-07T23:59:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10053201000,18840,,4,"KLARIFIKASI_NEGOSIASI","2025-02-07T08:00:00.000000Z","2025-02-07T23:59:00.000000Z","2025-10-10"
2025,"D107","12335093","1.03.2.15.1.04.03.0000",93,10053201000,18841,,5,"TANDATANGAN_SPK","2025-02-10T08:00:00.000000Z","2025-02-17T08:00:00.000000Z","2025-10-10"
2025,"D107","33307093","1.04.2.10.1.03.04.0000",93,10053375000,18833,"Upload Dokumen Penawaran",1,"PEMASUKAN_PENAWARAN","2025-02-12T18:00:00.000000Z","2025-02-14T10:00:00.000000Z","2025-10-10"
